user_id,region,language,subscription,sessions_7d,session_change_7d,listening_minutes_7d,listening_change_7d,skip_rate,save_rate,share_rate,playlist_rate,search_rate,discovery_rate,unique_artists_7d,unique_genres_7d,days_active_14d,avg_session_minutes,subscription_age_days,support_tickets_30d,night_listening_share,completion_rate,avg_daily_sessions,weekend_usage_share,session_gap_hours,artist_concentration,genre_concentration,notification_open_rate,recommendation_click_rate,offline_downloads_30d,playlists_created_30d,social_interactions_30d,device_switch_rate,ad_skip_rate,notification_fatigue,content_diversity,churn,ltv,next_action
U000001,Bengaluru,Telugu,Free,1,-0.43830641838888884,19.134666801108345,-0.5618898760905007,0.6180273943459222,0.11345002676419969,0.09079100041730608,0.2000130894282765,0.2398935084889454,0.1630145802304352,3,1,1,19.134666801108345,179,1,0.14662137255326751,0.339939260796496,1.0,0.7443933174568896,24.320374865150654,0.3627986794506052,0.20480968803125862,0.31156951078554,0.39136988117366167,0,0,0,0.3170498550467998,0.4812434295003657,0.24114221865017468,0.1767247172838547,1,542.2019501224713,SKIP
U000002,Bengaluru,Hindi,Free,2,-0.29652097049226345,17.48698522749887,-0.17913823794440853,0.6356679247261676,0.11245798125216024,0.058928046979951035,0.0446032984042136,0.12902791653204412,0.28550967520872456,4,2,6,8.743492613749435,596,1,0.25610909481830757,0.2386967791780727,0.3333333333333333,0.5802697305903733,62.12771323703522,0.10775034975932049,0.3044104578872365,0.432119981188423,0.2783110867790903,0,0,0,0.07700075929734058,0.28568646528567637,0.6090338867966105,0.24902397346060676,0,642.644758327623,SKIP
U000003,Lucknow,Hindi,Family,2,-0.01771871912117564,20.026431967104774,0.07548465493517716,0.3923511500751127,0.20504538316676102,0.18415910727499324,0.2254385814397901,0.20061702654245758,0.24456271869724383,8,5,10,10.013215983552387,80,0,0.08666189769316542,0.5718406377747304,0.2,0.4016471622006998,9.009576773712359,0.36607102734598224,0.08747904984479998,0.5291600934476808,0.5176834106654278,3,5,1,0.3502949058532449,0.211634832062998,0.23874369395674022,0.3664568446756153,0,1414.3047926539807,CREATE_PLAYLIST
U000004,Pune,Punjabi,Premium,19,0.3037771615768912,107.23166449671677,0.12472728949914659,0.016228311197083647,0.23959269716206913,0.18625577172953328,0.11655619464232515,0.2940356471941887,0.6153927496288649,17,4,9,5.643771815616672,19,0,0.19400992281272433,0.9498000704323627,2.111111111111111,0.6171265637759844,8.683649355342313,0.12371438582638435,0.2993037632031719,0.10972031742318433,0.5580470755424861,6,5,7,0.16590628425818388,0.40429767921287685,0.23031785633546537,0.7536925895981025,0,2118.406787555576,SAVE
U000005,Bengaluru,Hindi,Free,11,-0.06411982463181269,29.043593008338487,-0.02107075053402481,0.34601449974003223,0.21385090416336602,0.21815729070916484,0.1354339274540197,0.2794839004251542,0.6393479101409231,8,5,9,2.6403266371216807,61,0,0.1335110909998272,0.6144424551971054,1.2222222222222223,0.4140392176205015,12.688554833316038,0.20618165954439752,0.2308950633741378,0.32730907792876274,0.5002788802355573,2,2,10,0.255074664116602,0.078646348063638,0.17133401752958977,0.5988976612660628,0,1385.3730473071305,SHARE
U000006,Chennai,Hindi,Free,2,-0.2608176633470133,13.419609881196035,-0.4674593687381714,0.25585777806691945,0.176911928556868,0.10338951433270069,0.08755793459202836,0.2817116002424751,0.31402299625441654,1,2,7,6.709804940598017,280,0,0.12384014670827359,0.6776834104315274,0.2857142857142857,0.7188224322054775,26.367465988928664,0.35379650017890785,0.1738254260464888,0.4223775836570807,0.4404199335081925,0,0,1,0.14796596110337024,0.19407378727868402,0.13876698088225917,0.24799878115597812,0,816.3814106700517,LEAVE_APP
U000007,Ahmedabad,Bengali,Free,3,-0.31473674463567264,65.5309573016639,-0.24701062854978006,0.36871229660571725,0.19531239328914907,0.141540446778378,0.0779009391384291,0.10109967226106223,0.31903184481752733,5,4,8,21.843652433887968,135,0,0.23248764923772103,0.5668713332622772,0.375,0.6849401140611294,15.022416896079632,0.058076100505271094,0.6130548275861333,0.31219199394088565,0.39178562339221706,1,0,1,0.38791672343615174,0.3951734226053447,0.2228815402978463,0.294485859125911,0,1150.7460993057014,SHARE
U000008,Ahmedabad,Hindi,Premium,13,0.16736875072633112,50.184282671079686,0.24441418579762114,0.24129780535483097,0.1908948388786094,0.07775483608976415,0.11400559995925835,0.09593473356574445,0.2003049521795538,4,5,12,3.8603294362368987,98,0,0.21060076875940187,0.7130762046125911,1.0833333333333333,0.4979715910215853,18.808896590618804,0.6448659506635417,0.1818095791580716,0.2821296735418444,0.23497721135987906,3,3,2,0.05610013737491261,0.16974357170532753,0.1813185666874111,0.2854274449451126,0,1279.0380236510111,PLAY
U000009,Ahmedabad,Punjabi,Family,8,0.19705239460125262,18.110454108505415,-0.0025253199050410714,0.17657302328358893,0.20754046421336994,0.0299756938772696,0.09909717893989413,0.3612771848272314,0.535951359584627,7,4,14,2.263806763563177,215,0,0.17796086914506135,0.751839058184943,0.5714285714285714,0.5601686472689944,24.893106900053716,0.10939589360796519,0.03972246502916073,0.4093163194832467,0.06840749336835247,5,1,3,0.1620458147239987,0.02531176202927364,0.4011148969496616,0.483709041093262,0,1037.2970952126707,PLAY
U000010,Kolkata,Gujarati,Premium,7,-0.06892062709750321,84.17368564418987,-0.22248375236548829,0.238573730372317,0.22865373191267951,0.18411612312644188,0.03252225728819293,0.06642648998561504,0.15960006784740127,5,3,10,12.024812234884267,164,0,0.31117843504074516,0.7308531324153482,0.7,0.34269163428959243,11.14873922833476,0.07988636996006182,0.42030138398311373,0.14701813553534726,0.13087089179387532,2,2,4,0.2499094709042418,0.1874795028622875,0.2236313750239933,0.15867242152994515,0,1420.6208582962743,SAVE
